feature,kind,threshold,operator,split_rule,criterion,impurity_decrease,n_left,n_right,class1,precision_1,recall_1,support_1,class2,precision_2,recall_2,support_2,value
Fulfilment status,categorical,unfulfilled,==,Fulfilment status == 'unfulfilled',entropy,0.3095434291503252,17,1,Change shipping address and defult address,1.0,1.0,17,Order is  Pending | Notify the customer we will try to prevent it from being shipped,1.0,1.0,1
Fulfilment status,categorical,fulfilled,==,Fulfilment status == 'fulfilled',entropy,0.3095434291503252,1,17,Change shipping address and defult address,1.0,1.0,17,Order is  Pending | Notify the customer we will try to prevent it from being shipped,1.0,1.0,1
Order items in question,list_contains,15854248100077,in,'15854248100077' in Order items in question,entropy,0.3095434291503252,1,17,Change shipping address and defult address,1.0,1.0,17,Order is  Pending | Notify the customer we will try to prevent it from being shipped,1.0,1.0,1
Delivery status,categorical,,==,Delivery status is null,entropy,0.3095434291503252,17,1,Change shipping address and defult address,1.0,1.0,17,Order is  Pending | Notify the customer we will try to prevent it from being shipped,1.0,1.0,1
Delivery status,categorical,PENDING,==,Delivery status == 'PENDING',entropy,0.3095434291503252,1,17,Change shipping address and defult address,1.0,1.0,17,Order is  Pending | Notify the customer we will try to prevent it from being shipped,1.0,1.0,1
Address details were fully provided,numeric,0.5,<=,Address details were fully provided <= 0.5,entropy,0.6111841012714981,14,79,Change shipping address,1.0,1.0,79,Couldn't determine new destination address | Hold fulfillment and ask for missing address parts,1.0,1.0,14,
New Address,categorical,,==,New Address is null,entropy,0.6111841012714981,14,79,Change shipping address,1.0,1.0,79,Couldn't determine new destination address | Hold fulfillment and ask for missing address parts,1.0,1.0,14,
New Address Exists,numeric,0.5,<=,New Address Exists <= 0.5,entropy,0.6111841012714981,14,79,Change shipping address,1.0,1.0,79,Couldn't determine new destination address | Hold fulfillment and ask for missing address parts,1.0,1.0,14,
In case the customer wants to change the name in the shipping address - what is the new name?,categorical,,==,In case the customer wants to change the name in the shipping address - what is the new name? is null,entropy,0.41140946850898263,13,80,Change shipping address,0.975,0.9873417721518988,79,Couldn't determine new destination address | Hold fulfillment and ask for missing address parts,0.9230769230769231,0.8571428571428571,14,
New Country,categorical,,==,New Country is null,entropy,0.19680340199356022,6,87,Change shipping address,0.9080459770114943,1.0,79,Couldn't determine new destination address | Hold fulfillment and ask for missing address parts,1.0,0.42857142857142855,14,
The type of address change the customer asked to update ,list_contains,shipping,in,'shipping' in The type of address change the customer asked to update ,entropy,0.5876446142980418,79,13,2nd Touch Information is clear | Release Hold and Change address,1.0,1.0,13,Change shipping address,1.0,1.0,79,
Tags on the order in question,list_contains,hold_fulfillment,in,'hold_fulfillment' in Tags on the order in question,entropy,0.5876446142980418,13,79,2nd Touch Information is clear | Release Hold and Change address,1.0,1.0,13,Change shipping address,1.0,1.0,79,
Minutes passed since purchase,numeric,,<=,Minutes passed since purchase <= 30.5,entropy,0.5311527385048651,78,14,2nd Touch Information is clear | Release Hold and Change address,0.9285714285714286,1.0,13,Change shipping address,1.0,0.9873417721518988,79,30.5
Minutes passed since purchase,numeric,,<=,Minutes passed since purchase <= 27.5,entropy,0.49527893388180727,77,15,2nd Touch Information is clear | Release Hold and Change address,0.8666666666666667,1.0,13,Change shipping address,1.0,0.9746835443037974,79,27.5
The type of address change the customer asked to update ,list_len,,len <=,len(The type of address change the customer asked to update ) <= 2.5,entropy,0.46656422123279906,76,16,2nd Touch Information is clear | Release Hold and Change address,0.8125,1.0,13,Change shipping address,1.0,0.9620253164556962,79,2.5
Minutes passed since purchase,numeric,33.5,<=,Minutes passed since purchase <= 33.5,entropy,0.8823699738443675,79,34,35 minutes passed,1.0,1.0,34,Change shipping address,1.0,1.0,79,
New Address,categorical,,==,New Address is null,entropy,0.8823699738443675,34,79,35 minutes passed,1.0,1.0,34,Change shipping address,1.0,1.0,79,
New Address Exists,numeric,0.5,<=,New Address Exists <= 0.5,entropy,0.8823699738443675,34,79,35 minutes passed,1.0,1.0,34,Change shipping address,1.0,1.0,79,
Minutes passed since purchase,numeric,30.5,<=,Minutes passed since purchase <= 30.5,entropy,0.8243950270252323,78,35,35 minutes passed,0.9714285714285714,1.0,34,Change shipping address,1.0,0.9873417721518988,79,
The type of address change the customer asked to update ,list_contains,,in,'shipping' in The type of address change the customer asked to update ,entropy,0.8137366244196078,80,33,35 minutes passed,1.0,0.9705882352941176,34,Change shipping address,0.9875,1.0,79,shipping
Fulfilment status,categorical,unfulfilled,==,Fulfilment status == 'unfulfilled',entropy,0.7414827399312737,79,21,Can't select which order | Ask which order / items,1.0,1.0,21,Change shipping address,1.0,1.0,79,
Fulfilment status,categorical,,==,Fulfilment status is null,entropy,0.7414827399312737,21,79,Can't select which order | Ask which order / items,1.0,1.0,21,Change shipping address,1.0,1.0,79,
Order in question,categorical,,==,Order in question is null,entropy,0.7414827399312737,21,79,Can't select which order | Ask which order / items,1.0,1.0,21,Change shipping address,1.0,1.0,79,
New Address,categorical,,==,New Address is null,entropy,0.7414827399312737,21,79,Can't select which order | Ask which order / items,1.0,1.0,21,Change shipping address,1.0,1.0,79,
New Address Exists,numeric,,<=,New Address Exists <= 0.5,entropy,0.7414827399312737,21,79,Can't select which order | Ask which order / items,1.0,1.0,21,Change shipping address,1.0,1.0,79,0.5
Fulfilment status,categorical,unfulfilled,==,Fulfilment status == 'unfulfilled',entropy,0.09694460606247315,79,1,2nd Touch | SKIP,1.0,1.0,1,Change shipping address,1.0,1.0,79
Fulfilment status,categorical,,==,Fulfilment status is null,entropy,0.09694460606247315,1,79,2nd Touch | SKIP,1.0,1.0,1,Change shipping address,1.0,1.0,79
Order items in question,list_contains,15770428768493,in,'15770428768493' in Order items in question,entropy,0.09694460606247315,1,79,2nd Touch | SKIP,1.0,1.0,1,Change shipping address,1.0,1.0,79
Order items in question,list_contains,15770428801261,in,'15770428801261' in Order items in question,entropy,0.09694460606247315,1,79,2nd Touch | SKIP,1.0,1.0,1,Change shipping address,1.0,1.0,79
Order items in question,list_contains,15770428866797,in,'15770428866797' in Order items in question,entropy,0.09694460606247315,1,79,2nd Touch | SKIP,1.0,1.0,1,Change shipping address,1.0,1.0,79
The type of address change the customer asked to update ,list_contains,shipping,in,'shipping' in The type of address change the customer asked to update ,entropy,0.5625393752025973,79,12,Change shipping address,1.0,1.0,79,Set the shipping address as the billing address,1.0,1.0,12,
New Country,categorical,,==,New Country is null,entropy,0.5625393752025973,12,79,Change shipping address,1.0,1.0,79,Set the shipping address as the billing address,1.0,1.0,12,
New Address,categorical,,==,New Address is null,entropy,0.5625393752025973,12,79,Change shipping address,1.0,1.0,79,Set the shipping address as the billing address,1.0,1.0,12,
New Address Exists,numeric,,<=,New Address Exists <= 0.5,entropy,0.5625393752025973,12,79,Change shipping address,1.0,1.0,79,Set the shipping address as the billing address,1.0,1.0,12,0.5
New Country,categorical,US - United States,==,New Country == 'US - United States',entropy,0.5066474375412751,78,13,Change shipping address,1.0,0.9873417721518988,79,Set the shipping address as the billing address,0.9230769230769231,1.0,12,
Fulfilment status,categorical,unfulfilled,==,Fulfilment status == 'unfulfilled',entropy,0.5876446142980418,79,13,Change shipping address,1.0,1.0,79,Unsupported Fulfillment status,1.0,1.0,13
Fulfilment status,categorical,fulfilled,==,Fulfilment status == 'fulfilled',entropy,0.5876446142980418,13,79,Change shipping address,1.0,1.0,79,Unsupported Fulfillment status,1.0,1.0,13
The type of address change the customer asked to update ,list_contains,shipping,in,'shipping' in The type of address change the customer asked to update ,entropy,0.5876446142980418,79,13,Change shipping address,1.0,1.0,79,Unsupported Fulfillment status,1.0,1.0,13
Delivery status,categorical,,==,Delivery status is null,entropy,0.5876446142980418,79,13,Change shipping address,1.0,1.0,79,Unsupported Fulfillment status,1.0,1.0,13
New Country,categorical,,==,New Country is null,entropy,0.5876446142980418,13,79,Change shipping address,1.0,1.0,79,Unsupported Fulfillment status,1.0,1.0,13
Fulfilment status,categorical,unfulfilled,==,Fulfilment status == 'unfulfilled',entropy,0.8579163978157118,79,31,Change shipping address,1.0,1.0,79,Shipping is processed | notify the customer,1.0,1.0,31,
Fulfilment status,categorical,fulfilled,==,Fulfilment status == 'fulfilled',entropy,0.8579163978157118,31,79,Change shipping address,1.0,1.0,79,Shipping is processed | notify the customer,1.0,1.0,31,
Delivery status,categorical,,==,Delivery status is null,entropy,0.8579163978157118,79,31,Change shipping address,1.0,1.0,79,Shipping is processed | notify the customer,1.0,1.0,31,
Minutes passed since purchase,numeric,,<=,Minutes passed since purchase <= 1990.5,entropy,0.8579163978157118,79,31,Change shipping address,1.0,1.0,79,Shipping is processed | notify the customer,1.0,1.0,31,1990.5
Minutes passed since purchase,numeric,,<=,Minutes passed since purchase <= 30.5,entropy,0.7995535398338312,78,32,Change shipping address,1.0,0.9873417721518988,79,Shipping is processed | notify the customer,0.96875,1.0,31,30.5
The type of address change the customer asked to update ,list_contains,shipping,in,'shipping' in The type of address change the customer asked to update ,entropy,0.22641094842107642,79,3,Change shipping address,1.0,1.0,79,Customer wants to cancel billing address | Change billing address,1.0,1.0,3,
New Country,categorical,,==,New Country is null,entropy,0.22641094842107642,3,79,Change shipping address,1.0,1.0,79,Customer wants to cancel billing address | Change billing address,1.0,1.0,3,
New Address,categorical,,==,New Address is null,entropy,0.22641094842107642,3,79,Change shipping address,1.0,1.0,79,Customer wants to cancel billing address | Change billing address,1.0,1.0,3,
New Address Exists,numeric,,<=,New Address Exists <= 0.5,entropy,0.22641094842107642,3,79,Change shipping address,1.0,1.0,79,Customer wants to cancel billing address | Change billing address,1.0,1.0,3,0.5
New Country,categorical,US - United States,==,New Country == 'US - United States',entropy,0.18683640576453336,78,4,Change shipping address,1.0,0.9873417721518988,79,Customer wants to cancel billing address | Change billing address,0.75,1.0,3,
Fulfilment status,categorical,unfulfilled,==,Fulfilment status == 'unfulfilled',entropy,0.22641094842107642,79,3,Change shipping address,1.0,1.0,79,Order is delivered | Notify the customer ask if reorder is needed,1.0,1.0,3
Fulfilment status,categorical,fulfilled,==,Fulfilment status == 'fulfilled',entropy,0.22641094842107642,3,79,Change shipping address,1.0,1.0,79,Order is delivered | Notify the customer ask if reorder is needed,1.0,1.0,3
Delivery status,categorical,,==,Delivery status is null,entropy,0.22641094842107642,79,3,Change shipping address,1.0,1.0,79,Order is delivered | Notify the customer ask if reorder is needed,1.0,1.0,3
Delivery status,categorical,DELIVERED,==,Delivery status == 'DELIVERED',entropy,0.22641094842107642,3,79,Change shipping address,1.0,1.0,79,Order is delivered | Notify the customer ask if reorder is needed,1.0,1.0,3
New Address,categorical,,==,New Address is null,entropy,0.22641094842107642,3,79,Change shipping address,1.0,1.0,79,Order is delivered | Notify the customer ask if reorder is needed,1.0,1.0,3
Fulfilment status,categorical,unfulfilled,==,Fulfilment status == 'unfulfilled',entropy,0.5876446142980418,79,13,Can't find orders / account | Ask for details,1.0,1.0,13,Change shipping address,1.0,1.0,79,
Fulfilment status,categorical,,==,Fulfilment status is null,entropy,0.5876446142980418,13,79,Can't find orders / account | Ask for details,1.0,1.0,13,Change shipping address,1.0,1.0,79,
